Title,Author_Id,Year,Citation_Count
Ultra-Compact Mid-IR Modulators Based on Electrically Tunable Optical Antennas,1280,2014,0
"Large-Area 2-D Electronics: Materials, Technology, and Devices",1280,2013,37
Electro-Optic tuning of mid-infrared photonic crystal cavities using graphene,1280,2013,1
Broad electrical tuning of graphene-loaded optical antennas,1280,2013,1
Effects of carbon loading on the performance of functionalized carbon nanotube polymer heat sink for ultra high power light-emitting diode,1280,2013,0
Two-dimensional materials for ubiquitous electronics,1280,2013,1
Towards ubiquitous RF electronics based on graphene,1280,2012,3
Large-scale 2D electronics based on single-layer MoS 2 grown by chemical vapor deposition,1280,2012,29
Graphene electronics for RF applications,1280,2011,2
Nanotransistors using graphene interfaced with advanced dielectrics for high speed communication,1280,2011,0
Graphene electronics for RF applications,1280,2011,0
Resistive Switching Device for Neuromorphic Device Application,1280,2010,0
Gigahertz ambipolar frequency multiplier based on CVD graphene,1280,2010,44
Observation of THz Nonlinearity in CVD-Grown Graphene,1280,2010,0
Improved Resistive Switching Uniformity of a Bilayer TiO 2 Films,1280,2010,0
High-speed graphene interconnects monolithically integrated with CMOS ring oscillators operating at 1.3GHz,1280,2009,6
The design of a low power carbon nanotube chemical sensor system,1280,2008,6
Session 21: Solid-state and nanoelectronic devices carbon-based devices,1280,2008,0
A Low Power Carbon Nanotube Chemical Sensor System,1280,2007,17
Large-Scale QM/MM Calculations of Electronic Excitations in Yellow Protein: Toward Petascale Level of Protein Calculations,1280,2007,0
RadixSpline: a single-pass learned index,19135,2020,1
The Case for a Learned Sorting Algorithm,19135,2020,0
Chiller: Contention-centric Transaction Execution and Data Partitioning for Modern Networks,19135,2020,0
ALEX: An Updatable Adaptive Learned Index,19135,2020,8
MIRIS: Fast Object Track Queries in Video,19135,2020,0
CDFShop: Exploring and Optimizing Learned Index Structures,19135,2020,0
Learning Multi-Dimensional Indexes,19135,2020,7
DB4ML - An In-Memory Database Kernel with Machine Learning Support,19135,2020,0
IDEBench: A Benchmark for Interactive Data Exploration,19135,2020,0
Fast Mapping onto Census Blocks,19135,2020,0
Learned garbage collection,19135,2020,0
BeeCluster: drone orchestration via predictive optimization,19135,2020,0
Cost-Guided Cardinality Estimation: Focus Where it Matters,19135,2020,1
Getting Swole: Generating Access-Aware Code with Predicate Pullups,19135,2020,0
Designing Distributed Tree-based Index Structures for Fast RDMA-capable Networks,19135,2019,2
VizNet: Towards A Large-Scale Visualization Learning and Benchmarking Repository,19135,2019,5
FITing-Tree: A Data-aware Index Structure,19135,2019,10
From Auto-tuning One Size Fits All to Self-designed and Learned Data-intensive Systems,19135,2019,1
VizML: A Machine Learning Approach to Visualization Recommendation,19135,2019,10
Sherlock: A Deep Learning Approach to Semantic Data Type Detection,19135,2019,7
Slice Finder: Automated Data Slicing for Model Validation,19135,2019,3
VizCertify: A Framework for Secure Visual Data Exploration,19135,2019,0
SchengenDB: A Data Protection Database Proposal,19135,2019,1
Towards Interactive Data Exploration,19135,2019,0
FastDAWG: Improving Data Migration in the BigDAWG Polystore System,19135,2019,0
Democratizing Data Science through Interactive Curation of ML Pipelines,19135,2019,4
How I Learned to Stop Worrying and Love Re-optimization,19135,2019,0
Towards Interactive Curation &amp; Automatic Tuning of ML Pipelines,19135,2018,2
The Case for Learned Index Structures,19135,2018,78
Superneurons: dynamic GPU memory management for training deep neural networks,19135,2018,28
Investigating the Effect of the Multiple Comparisons Problem in Visual Analysis,19135,2018,16
What you see is not what you get!: Detecting Simpson&#39;s Paradoxes during Data Exploration,19135,2017,8
Controlling False Discoveries During Interactive Data Exploration,19135,2017,15
Safe Visual Data Exploration,19135,2017,0
Approximate Query Processing for Interactive Data Science,19135,2017,3
Revisiting Reuse in Main Memory Database Systems,19135,2017,2
"Data Science Education: We&#39;re Missing the Boat, Again",19135,2017,4
Dark Data: Are we solving the right problems?,19135,2016,3
Estimating the Impact of Unknown Unknowns on Aggregate Query Results,19135,2016,5
Making the Case for Query-by-Voice with EchoQuery,19135,2016,10
PrivateClean: Data Cleaning and Differential Privacy,19135,2016,7
VisTrees: fast indexes for interactive data exploration,19135,2016,5
The case for interactive data exploration accelerators (IDEAs),19135,2016,12
Machine Learning and Databases: The Sound of Things to Come or a Cacophony of Hype?,19135,2015,1
Cost-based Fault-tolerance for Parallel Data Processing,19135,2015,10
Automating model search for large scale machine learning,19135,2015,41
SpotADAPT: Spot-Aware (re-)Deployment of Analytical Processing Tasks on Amazon EC2,19135,2015,4
Should we all be teaching &quot;intro to data science&quot; instead of &quot;intro to databases&quot;?,19135,2014,4
A sample-and-clean framework for fast and accurate query processing on dirty data,19135,2014,34
Session details: Research session 18: query processing and optimization 1,19135,2014,0
PLANET: making progress with commit processing in unpredictable environments,19135,2014,8
RTP: robust tenant placement for elastic in-memory database clusters,19135,2013,14
Generalized scale independence through incremental precomputation,19135,2013,17
MDCC: multi-data center consistency,19135,2013,81
MLI: An API for Distributed Machine Learning,19135,2013,73
Crowdsourced enumeration queries,19135,2013,51
Leveraging transitive relations for crowdsourced joins,19135,2013,80
Stormy: an elastic and highly available streaming service in the cloud,19135,2012,47
CrowdDB: answering queries with crowdsourcing,19135,2011,284
An evaluation of alternative architectures for transaction processing in the cloud,19135,2010,122
How is the weather tomorrow?: towards a benchmark for the cloud,19135,2009,84
XQuery in the browser,19135,2009,4
XQuery in the browser,19135,2008,3
Building a database on S3,19135,2008,102
Evaluating Piezoelectric Materials for Power Conversion,1335,2020,0
High-Efficiency Operating Modes for Isolated Piezoelectric-Transformer-Based DC-DC Converters,1335,2020,0
Field-based Model of Flux Compression Generators,1335,2020,0
Self-Inductance of an Extrusion of a Planar Curve,1335,2020,0
Simulation and Modelling of a Spatially-Efficient 3D Wireless Power Transfer System for Multi-User Charging,1335,2019,0
A Silicon MEMS EM vibration energy harvester,1335,2019,0
Co-optimization of a piezoelectric energy harvesting system for broadband operation,1335,2019,1
Electric Propulsion Architecture Assessment via Signomial Programming,1335,2018,3
Using Extended AC Optimal Power Flow for Effective Decision Making,1335,2018,0
A MEMS Magnetic-Based Vibration Energy Harvester,1335,2018,2
"A low-power integrated power converter for an electromagnetic vibration energy harvester with 150 mV-AC cold startup, frequency tuning, and 50 Hz AC-to-DC conversion",1335,2018,4
Data-driven decision system for adaptive control of FACTS devices in the New York State grid,1335,2017,1
Fabrication of nanoscale structures with nanometer resolution and surface uniformity,1335,2017,0
Towards low-stiction nanoelectromechanical switches using self-assembled molecules,1335,2017,0
High-force linear iron-core fine-tooth motor,1335,2017,0
A 25 mV-startup cold start system with on-chip magnetics for thermal energy harvesting,1335,2017,1
"Optimization of surface-mount permanent magnet synchronous machines for low duty-cycle, high-torque applications",1335,2017,4
Reliable adaptive optimization demonstration using big data,1335,2017,1
Cogging torque reduction in permanent-magnet synchronous machines with skew,1335,2016,1
THIN FLEXIBLE AND STRETCHABLE TACTILE SENSOR BASED ON A DEFORMABLE MICROWAVE TRANSMISSION LINE,1335,2016,1
Sub-50 mV NEM relay operation enabled by self-assembled molecular coating,1335,2016,13
A fully-shielded flexible and stretchable microwave transmission-line tactile pressure sensor,1335,2016,0
Printed membrane electrostatic MEMS microspeakers,1335,2016,1
Towards high-bandwidth capacitive imaging,1335,2016,0
Electrically Tunable Organic Vertical Cavity Surface Emitting Laser,1335,2015,0
Optimal voltage management for enhancing electricity market efficiency,1335,2015,1
Operating beyond today&#39;s PV curves: Challenges and potential benefits,1335,2015,4
Controlled fabrication of nanoscale gaps using stiction,1335,2015,1
Tunneling nanoelectromechanical switches,1335,2015,0
Electromechanically actuating molecules,1335,2015,0
Transfer-printed composite membranes for electrically-tunable organic optical microcavities,1335,2014,3
Carbon black-PDMS composite conformal pressure sensor arrays for near-body flow detection,1335,2014,4
"Modeling, design and performance of integrated power electronics using MEMS toroidal inductors",1335,2014,1
PRINTED MEMS MEMBRANE ELECTROSTATIC MICROSPEAKERS,1335,2014,0
Bias-flip technique for frequency tuning of piezo-electric energy harvesting devices: Experimental verification,1335,2014,4
A systematic approach to modeling impedances and current distribution in planar magnetics,1335,2014,7
Nanoelectromechanical tunneling switches based on self-assembled molecular layers,1335,2014,5
Modeling and analysis of silicon-embedded MEMS toroidal inductors,1335,2013,0
Design principles for highly efficient quadrupeds and implementation on the MIT Cheetah robot,1335,2013,150
A flexible underwater pressure sensor array using a conductive elastomer strain gauge,1335,2012,1
Modeling and measured verification of stored energy and loss in MEMS toroidal inductors,1335,2012,7
Fine grain commutation: Integrated design of permanent-magnet synchronous machine drives with highest torque density,1335,2012,3
MEMS switches employing active metal-polymer nanocomposites,1335,2012,0
Printed MEMS membranes on silicon,1335,2012,2
The complexity of voltage and reactive power dispatch in control centers: From analysis to on-line decision making,1335,2011,1
Toward Coordinated-Voltage-Control-Enabled HV Smart Grids,1335,2011,1
Micro-contact printed MEMS,1335,2011,2
Design and analysis of high-performance air-cooled heat exchanger with an integrated capillary-pumped loop heat pipe,1335,2010,5
Demonstration of a Palm-Sized 30 Watt Air-to-Power Turbine Generator,1335,2010,0
Contact Resistance in Flat-on-Flat and Sphere-on-Flat Thin Films,1335,2010,2
